date,geography,geography_code,Rural_Urban,total_pop,value,passports_region,passports,percs
2011,North East,E12000001,Total,2901250,6685,Middle East and Asia,India,0.2
2011,North West,E12000002,Total,7869972,19492,Middle East and Asia,India,0.2
2011,Yorkshire and The Humber,E12000003,Total,5854365,13593,Middle East and Asia,India,0.2
2011,East Midlands,E12000004,Total,5247264,20204,Middle East and Asia,India,0.4
2011,West Midlands,E12000005,Total,6225632,42697,Middle East and Asia,India,0.7
2011,East,E12000006,Total,6409180,27720,Middle East and Asia,India,0.4
2011,London,E12000007,Total,8872079,141932,Middle East and Asia,India,1.6
2011,South East,E12000008,Total,9592834,48998,Middle East and Asia,India,0.5
2011,South West,E12000009,Total,6078543,15063,Middle East and Asia,India,0.2
2011,North East,E12000001,Total,2901250,328,Middle East and Asia,Other Southern Asia,0
2011,North West,E12000002,Total,7869972,540,Middle East and Asia,Other Southern Asia,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,1963,Middle East and Asia,Other Southern Asia,0
2011,East Midlands,E12000004,Total,5247264,930,Middle East and Asia,Other Southern Asia,0
2011,West Midlands,E12000005,Total,6225632,1433,Middle East and Asia,Other Southern Asia,0
2011,East,E12000006,Total,6409180,1755,Middle East and Asia,Other Southern Asia,0
2011,London,E12000007,Total,8872079,21527,Middle East and Asia,Other Southern Asia,0.2
2011,South East,E12000008,Total,9592834,20056,Middle East and Asia,Other Southern Asia,0.2
2011,South West,E12000009,Total,6078543,3044,Middle East and Asia,Other Southern Asia,0.1
2011,North East,E12000001,Total,2901250,3145,Middle East and Asia,Pakistan,0.1
2011,North West,E12000002,Total,7869972,27543,Middle East and Asia,Pakistan,0.3
2011,Yorkshire and The Humber,E12000003,Total,5854365,23516,Middle East and Asia,Pakistan,0.4
2011,East Midlands,E12000004,Total,5247264,6253,Middle East and Asia,Pakistan,0.1
2011,West Midlands,E12000005,Total,6225632,20404,Middle East and Asia,Pakistan,0.3
2011,East,E12000006,Total,6409180,10051,Middle East and Asia,Pakistan,0.2
2011,London,E12000007,Total,8872079,45770,Middle East and Asia,Pakistan,0.5
2011,South East,E12000008,Total,9592834,13973,Middle East and Asia,Pakistan,0.1
2011,South West,E12000009,Total,6078543,2559,Middle East and Asia,Pakistan,0
2011,North East,E12000001,Total,2901250,674,Middle East and Asia,Sri Lanka,0
2011,North West,E12000002,Total,7869972,1668,Middle East and Asia,Sri Lanka,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,853,Middle East and Asia,Sri Lanka,0
2011,East Midlands,E12000004,Total,5247264,1516,Middle East and Asia,Sri Lanka,0
2011,West Midlands,E12000005,Total,6225632,2138,Middle East and Asia,Sri Lanka,0
2011,East,E12000006,Total,6409180,3338,Middle East and Asia,Sri Lanka,0.1
2011,London,E12000007,Total,8872079,27223,Middle East and Asia,Sri Lanka,0.3
2011,South East,E12000008,Total,9592834,5241,Middle East and Asia,Sri Lanka,0.1
2011,South West,E12000009,Total,6078543,663,Middle East and Asia,Sri Lanka,0
2011,North East,E12000001,Total,2901250,576516,No passport held,No passport held,19.9
2011,North West,E12000002,Total,7869972,1280763,No passport held,No passport held,16.3
2011,Yorkshire and The Humber,E12000003,Total,5854365,1213463,No passport held,No passport held,20.7
2011,East Midlands,E12000004,Total,5247264,927837,No passport held,No passport held,17.7
2011,West Midlands,E12000005,Total,6225632,1293642,No passport held,No passport held,20.8
2011,East,E12000006,Total,6409180,1060082,No passport held,No passport held,16.5
2011,London,E12000007,Total,8872079,604073,No passport held,No passport held,6.8
2011,South East,E12000008,Total,9592834,1350012,No passport held,No passport held,14.1
2011,South West,E12000009,Total,6078543,1089516,No passport held,No passport held,17.9
2011,North East,E12000001,Total,2901250,139,The Americas and the Caribbean,Central America,0
2011,North West,E12000002,Total,7869972,731,The Americas and the Caribbean,Central America,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,508,The Americas and the Caribbean,Central America,0
2011,East Midlands,E12000004,Total,5247264,348,The Americas and the Caribbean,Central America,0
2011,West Midlands,E12000005,Total,6225632,390,The Americas and the Caribbean,Central America,0
2011,East,E12000006,Total,6409180,513,The Americas and the Caribbean,Central America,0
2011,London,E12000007,Total,8872079,3417,The Americas and the Caribbean,Central America,0
2011,South East,E12000008,Total,9592834,995,The Americas and the Caribbean,Central America,0
2011,South West,E12000009,Total,6078543,334,The Americas and the Caribbean,Central America,0
2011,North East,E12000001,Total,2901250,703,The Americas and the Caribbean,Canada,0
2011,North West,E12000002,Total,7869972,2015,The Americas and the Caribbean,Canada,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,1394,The Americas and the Caribbean,Canada,0
2011,East Midlands,E12000004,Total,5247264,1903,The Americas and the Caribbean,Canada,0
2011,West Midlands,E12000005,Total,6225632,2104,The Americas and the Caribbean,Canada,0
2011,East,E12000006,Total,6409180,3319,The Americas and the Caribbean,Canada,0.1
2011,London,E12000007,Total,8872079,14216,The Americas and the Caribbean,Canada,0.2
2011,South East,E12000008,Total,9592834,7104,The Americas and the Caribbean,Canada,0.1
2011,South West,E12000009,Total,6078543,2836,The Americas and the Caribbean,Canada,0
2011,North East,E12000001,Total,2901250,1878,The Americas and the Caribbean,United States,0.1
2011,North West,E12000002,Total,7869972,5903,The Americas and the Caribbean,United States,0.1
2011,Yorkshire and The Humber,E12000003,Total,5854365,6454,The Americas and the Caribbean,United States,0.1
2011,East Midlands,E12000004,Total,5247264,4658,The Americas and the Caribbean,United States,0.1
2011,West Midlands,E12000005,Total,6225632,4699,The Americas and the Caribbean,United States,0.1
2011,East,E12000006,Total,6409180,28456,The Americas and the Caribbean,United States,0.4
2011,London,E12000007,Total,8872079,49463,The Americas and the Caribbean,United States,0.6
2011,South East,E12000008,Total,9592834,22658,The Americas and the Caribbean,United States,0.2
2011,South West,E12000009,Total,6078543,8671,The Americas and the Caribbean,United States,0.1
2011,North East,E12000001,Total,2901250,479,The Americas and the Caribbean,South America,0
2011,North West,E12000002,Total,7869972,2331,The Americas and the Caribbean,South America,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,1523,The Americas and the Caribbean,South America,0
2011,East Midlands,E12000004,Total,5247264,1288,The Americas and the Caribbean,South America,0
2011,West Midlands,E12000005,Total,6225632,1499,The Americas and the Caribbean,South America,0
2011,East,E12000006,Total,6409180,3415,The Americas and the Caribbean,South America,0.1
2011,London,E12000007,Total,8872079,33238,The Americas and the Caribbean,South America,0.4
2011,South East,E12000008,Total,9592834,6023,The Americas and the Caribbean,South America,0.1
2011,South West,E12000009,Total,6078543,3094,The Americas and the Caribbean,South America,0.1
2011,North East,E12000001,Total,2901250,127,The Americas and the Caribbean,Jamaica,0
2011,North West,E12000002,Total,7869972,1746,The Americas and the Caribbean,Jamaica,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,1031,The Americas and the Caribbean,Jamaica,0
2011,East Midlands,E12000004,Total,5247264,1854,The Americas and the Caribbean,Jamaica,0
2011,West Midlands,E12000005,Total,6225632,7539,The Americas and the Caribbean,Jamaica,0.1
2011,East,E12000006,Total,6409180,1650,The Americas and the Caribbean,Jamaica,0
2011,London,E12000007,Total,8872079,22241,The Americas and the Caribbean,Jamaica,0.3
2011,South East,E12000008,Total,9592834,1414,The Americas and the Caribbean,Jamaica,0
2011,South West,E12000009,Total,6078543,1305,The Americas and the Caribbean,Jamaica,0
2011,North East,E12000001,Total,2901250,128,The Americas and the Caribbean,Other Caribbean,0
2011,North West,E12000002,Total,7869972,767,The Americas and the Caribbean,Other Caribbean,0
2011,Yorkshire and The Humber,E12000003,Total,5854365,761,The Americas and the Caribbean,Other Caribbean,0
2011,East Midlands,E12000004,Total,5247264,759,The Americas and the Caribbean,Other Caribbean,0
2011,West Midlands,E12000005,Total,6225632,936,The Americas and the Caribbean,Other Caribbean,0
2011,East,E12000006,Total,6409180,1519,The Americas and the Caribbean,Other Caribbean,0
2011,London,E12000007,Total,8872079,9554,The Americas and the Caribbean,Other Caribbean,0.1
2011,South East,E12000008,Total,9592834,2901,The Americas and the Caribbean,Other Caribbean,0
2011,South West,E12000009,Total,6078543,822,The Americas and the Caribbean,Other Caribbean,0
